epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
100,43423.7,1.35154,1.16673,1.45422,0.66619,0.58123,0.64213,0.33378,1.62025,1.3451,1.71253,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,43840.3,1.34536,1.16232,1.44856,0.66746,0.57967,0.64208,0.33365,1.62198,1.346,1.7133,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,44275.3,1.34094,1.15744,1.44345,0.66638,0.57887,0.64091,0.33314,1.62317,1.34724,1.71315,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,44703.8,1.33534,1.14151,1.43852,0.66381,0.58247,0.64224,0.33345,1.62525,1.34737,1.71364,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,45133,1.3302,1.14111,1.43368,0.66834,0.58,0.64211,0.33347,1.62739,1.34851,1.71461,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,45548.5,1.33285,1.13073,1.43235,0.67019,0.57754,0.64168,0.33327,1.62922,1.35036,1.71556,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,45975,1.31767,1.116,1.42684,0.66978,0.5777,0.64115,0.33272,1.63128,1.35151,1.71568,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,46396.3,1.31775,1.11611,1.42342,0.67563,0.5734,0.64087,0.33242,1.63338,1.3518,1.7167,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,46832.7,1.30827,1.1107,1.41785,0.66719,0.57964,0.64062,0.33217,1.6353,1.35354,1.71722,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,47255.4,1.30938,1.10257,1.41304,0.66737,0.5812,0.64116,0.33228,1.63707,1.35477,1.71759,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
